step 0, loss 0.8543756008148193
step 1512, loss 0.19692240105567702
step 1513, loss 0.18788899284450705
step 1514, loss 0.18886602641804662
step 1515, loss 0.2013802086263625
step 1516, loss 0.19738979383853628
step 1517, loss 0.18998660365832645
step 1518, loss 0.19690595913016318
step 1519, loss 0.2002190710432844
step 1520, loss 0.20941959869809598
step 1521, loss 0.20151260243607447
step 1522, loss 0.21260665428715544
step 1523, loss 0.20093953822920557
step 1524, loss 0.20125179482880087
step 1525, loss 0.20093271279379293
step 1526, loss 0.1982491640214136
step 1527, loss 0.19136733066713907
step 1528, loss 0.1954088471979746
step 1529, loss 0.19432818108655653
step 1530, loss 0.19086813223830737
step 1531, loss 0.19187762402717956
step 1532, loss 0.18801893648408077
step 1533, loss 0.185544961901625
step 1534, loss 0.19021015543829203
step 1535, loss 0.18241915415904641
step 1536, loss 0.1795973343656813
step 1537, loss 0.1858571302598436
step 1538, loss 0.1890197230910408
step 1539, loss 0.19349267037527093
step 1540, loss 0.18265898259117896
step 1541, loss 0.18664214520127798
step 1542, loss 0.1975718722504785
step 1543, loss 0.19539598695299717
step 1544, loss 0.19906665449018798
step 1545, loss 0.19771745858796408
step 1546, loss 0.21050053886957143
step 1547, loss 0.19985872330415705
step 1548, loss 0.20001124282612018
step 1549, loss 0.2102121914023186
step 1550, loss 0.19851778861230837
step 1551, loss 0.1972050122888049
step 1552, loss 0.18924585975448732
step 1553, loss 0.1826510615400116
step 1554, loss 0.17689114695057037
step 1555, loss 0.1693091955953666
step 1556, loss 0.16824873094324724
step 1557, loss 0.16442304525880028
step 1558, loss 0.16168058223224888
step 1559, loss 0.16000127470520623
step 1560, loss 0.15725148626590507
step 1561, loss 0.16131801374338334
step 1562, loss 0.15302108273728726
step 1563, loss 0.15690238516769445
step 1564, loss 0.149845712553635
step 1565, loss 0.14871822879121432
step 1566, loss 0.1398432824945962
step 1567, loss 0.14317363118557774
step 1568, loss 0.14111624388779978
step 1569, loss 0.15524525250988408
step 1570, loss 0.1508425911307085
step 1571, loss 0.14946750611422197
step 1572, loss 0.15504136512003305
step 1573, loss 0.1554436027645048
step 1574, loss 0.163083635834364
step 1575, loss 0.16833094483689182
step 1576, loss 0.16577535622783643
step 1577, loss 0.16785283017279037
step 1578, loss 0.16935245509256122
step 1579, loss 0.16766403897383092
step 1580, loss 0.16822767064373145
step 1581, loss 0.1696037558203976
step 1582, loss 0.1807753241794742
step 1583, loss 0.18190795303023788
step 1584, loss 0.17857546467158436
step 1585, loss 0.17574704013979353
step 1586, loss 0.17279060622497724
step 1587, loss 0.1721529105941444
step 1588, loss 0.16813708898186588
step 1589, loss 0.16608123830044183
step 1590, loss 0.16518231795207186
step 1591, loss 0.1701827755508619
step 1592, loss 0.16829114803115702
step 1593, loss 0.16825400574600854
step 1594, loss 0.16733110353585623
step 1595, loss 0.16343395029219873
step 1596, loss 0.16201443476718266
step 1597, loss 0.15983884337462426
step 1598, loss 0.16532275351510145
step 1599, loss 0.1605881640847835
step 1600, loss 0.15912267025139748
step 1601, loss 0.16239605804526944
step 1602, loss 0.1551490064881218
step 1603, loss 0.15027001751261704
step 1604, loss 0.15465281980750936
step 1605, loss 0.15576232592032532
step 1606, loss 0.15585865485459133
step 1607, loss 0.1504542208414337
step 1608, loss 0.1554337838322873
step 1609, loss 0.1643087356416245
step 1610, loss 0.1595691671187752
step 1611, loss 0.16078124614492717
step 1612, loss 0.16110997204723057
step 1613, loss 0.15135968748994555
step 1614, loss 0.15395404271126883
step 1615, loss 0.1542976099715331
step 1616, loss 0.15980407432905128
step 1617, loss 0.16078647526673637
step 1618, loss 0.17183520393883137
step 1619, loss 0.17010641542656674
step 1620, loss 0.16448762220963944
step 1621, loss 0.16595253529690304
step 1622, loss 0.16283730580695807
step 1623, loss 0.16188175005574532
step 1624, loss 0.176617507840927
step 1625, loss 0.18185666922247612
step 1626, loss 0.18021095296904033
step 1627, loss 0.1785715073451214
step 1628, loss 0.18427949995739576
step 1629, loss 0.18985177592286454
step 1630, loss 0.1923657955156176
step 1631, loss 0.19686963868973337
step 1632, loss 0.19710803967271162
step 1633, loss 0.19994992412525936
step 1634, loss 0.19643462804614178
step 1635, loss 0.1936966637461663
step 1636, loss 0.1924904012402249
step 1637, loss 0.19570684943083103
step 1638, loss 0.20336747628584365
step 1639, loss 0.20217788036586218
step 1640, loss 0.20117712452341352
step 1641, loss 0.20188296974595699
step 1642, loss 0.20400036550369544
step 1643, loss 0.20384078332906977
step 1644, loss 0.1946452932875694
step 1645, loss 0.19762858545672965
step 1646, loss 0.19511316981219118
step 1647, loss 0.19737262069853723
step 1648, loss 0.19979332124894184
step 1649, loss 0.19500176968311062
step 1650, loss 0.19391164954425208
step 1651, loss 0.18591938116480095
step 1652, loss 0.19138242779668435
step 1653, loss 0.19165586064901588
step 1654, loss 0.19106753138285848
step 1655, loss 0.19348766923769095
step 1656, loss 0.18525463212272925
step 1657, loss 0.1900909948534495
step 1658, loss 0.19017006530046998
step 1659, loss 0.18629372334790714
step 1660, loss 0.17360439903717478
step 1661, loss 0.1700398550079576
step 1662, loss 0.17368674060520337
step 1663, loss 0.18307453495994336
step 1664, loss 0.18797770979465658
step 1665, loss 0.1885109023075844
step 1666, loss 0.18771431825949658
step 1667, loss 0.19165688886398594
step 1668, loss 0.19920244932908882
step 1669, loss 0.19777587313120726
step 1670, loss 0.19679585032461733
step 1671, loss 0.1954810911369203
step 1672, loss 0.1978903049783598
step 1673, loss 0.19575075518101667
step 1674, loss 0.1936062831670959
step 1675, loss 0.1952897839836108
step 1676, loss 0.1976520687125767
step 1677, loss 0.20112084625208185
step 1678, loss 0.19501662353912416
step 1679, loss 0.19324462056374037
step 1680, loss 0.19292964285804765
step 1681, loss 0.19925462078625503
step 1682, loss 0.20003668700076233
step 1683, loss 0.19130114750042937
step 1684, loss 0.19001388879992412
step 1685, loss 0.1942349016580985
step 1686, loss 0.19520825057452973
step 1687, loss 0.1903098619809096
step 1688, loss 0.18874102057489855
step 1689, loss 0.18604820866709743
step 1690, loss 0.1865764802634042
step 1691, loss 0.18741436713391435
step 1692, loss 0.18026734215128923
step 1693, loss 0.1746617502460644
step 1694, loss 0.16629540888873626
step 1695, loss 0.18174365730650327
step 1696, loss 0.18453604493946227
step 1697, loss 0.1846284077859854
step 1698, loss 0.19256187733682414
step 1699, loss 0.19340662887697596
step 1700, loss 0.19869781343047482
step 1701, loss 0.1950079721919119
step 1702, loss 0.19497862810296593
step 1703, loss 0.19723214227917296
step 1704, loss 0.19961465763118122
step 1705, loss 0.1926088470256292
step 1706, loss 0.1871303026112285
step 1707, loss 0.18519411273888053
step 1708, loss 0.18686557222686384
step 1709, loss 0.1864368251795963
step 1710, loss 0.18260841356236301
step 1711, loss 0.18066773819790988
step 1712, loss 0.18135182119488752
step 1713, loss 0.18487078896534476
step 1714, loss 0.18670301244889528
step 1715, loss 0.19163677489371447
step 1716, loss 0.1927431559170307
step 1717, loss 0.19103478064581944
step 1718, loss 0.1901726886967885
step 1719, loss 0.18268597412169585
step 1720, loss 0.18634949733073064
step 1721, loss 0.18365768887926234
step 1722, loss 0.1842941295951226
step 1723, loss 0.1795618014201181
step 1724, loss 0.17452104926091344
step 1725, loss 0.17719811087830584
step 1726, loss 0.17674302952871074
step 1727, loss 0.1799126958613278
step 1728, loss 0.17263530678433311
step 1729, loss 0.17238661188079835
step 1730, loss 0.17398779128367237
step 1731, loss 0.17690495432354092
step 1732, loss 0.16991156218293677
step 1733, loss 0.16644168088892136
step 1734, loss 0.17213201245718332
step 1735, loss 0.17492368865954697
step 1736, loss 0.17925935282362537
step 1737, loss 0.19236043358492588
step 1738, loss 0.18649439005238774
step 1739, loss 0.18294213254615332
step 1740, loss 0.17684981262115834
step 1741, loss 0.1892947349139589
step 1742, loss 0.2003032290806059
step 1743, loss 0.1992946511986569
step 1744, loss 0.1990458828046366
step 1745, loss 0.2002813007087509
step 1746, loss 0.20494659712770583
step 1747, loss 0.20030267808609306
step 1748, loss 0.19646445161497383
step 1749, loss 0.19689834189172795
step 1750, loss 0.19634885852118922
step 1751, loss 0.1888376878015452
step 1752, loss 0.18655250575950028
step 1753, loss 0.18981778568157806
step 1754, loss 0.19633176576610734
step 1755, loss 0.187218671156612
step 1756, loss 0.18031901503829387
step 1757, loss 0.17899588392878973
step 1758, loss 0.18161523622309034
step 1759, loss 0.1815453241649407
step 1760, loss 0.18494564775077743
step 1761, loss 0.18798623368246772
step 1762, loss 0.18538554804119542
step 1763, loss 0.18465648856693276
step 1764, loss 0.19416608006000907
step 1765, loss 0.18654169222927444
step 1766, loss 0.19956611020460444
step 1767, loss 0.2012814783134584
step 1768, loss 0.1962319063912503
step 1769, loss 0.20720064173078587
step 1770, loss 0.21768191036524817
step 1771, loss 0.2128591559255938
step 1772, loss 0.2124041070274848
step 1773, loss 0.2114935308455531
step 1774, loss 0.21340553072921375
step 1775, loss 0.21229001380054896
step 1776, loss 0.2056551828716583
step 1777, loss 0.191548850810622
step 1778, loss 0.1957629725421323
step 1779, loss 0.1936199490801859
step 1780, loss 0.18800571780589534
step 1781, loss 0.1899568920241652
step 1782, loss 0.19209892018796726
step 1783, loss 0.19107542005921951
step 1784, loss 0.19120478839646776
step 1785, loss 0.18957050780330004
step 1786, loss 0.20275518721229346
step 1787, loss 0.20313074969547848
step 1788, loss 0.2042439411577391
step 1789, loss 0.2153928158131368
step 1790, loss 0.21158698893610778
step 1791, loss 0.2075597050519956
step 1792, loss 0.2107507037578976
step 1793, loss 0.2105993268602153
step 1794, loss 0.20480489173946323
step 1795, loss 0.19654569050148912
step 1796, loss 0.1998035477442365
step 1797, loss 0.19536803217317056
step 1798, loss 0.19472239659653956
step 1799, loss 0.1958581305720823
step 1800, loss 0.1967238945226446
step 1801, loss 0.19695378951375858
step 1802, loss 0.19654685359130958
step 1803, loss 0.19302020312187665
step 1804, loss 0.19394195682559245
step 1805, loss 0.18977954185086937
step 1806, loss 0.18642539706300304
step 1807, loss 0.18201722585979646
step 1808, loss 0.18306982711395814
step 1809, loss 0.18327454950309868
step 1810, loss 0.19136435889509687
step 1811, loss 0.18824285659170778
step 1812, loss 0.19330099278369517
step 1813, loss 0.1904911835820583
step 1814, loss 0.19089363871494897
step 1815, loss 0.18966511957478493
step 1816, loss 0.18985632871954417
step 1817, loss 0.19160668237837056
step 1818, loss 0.18960931763498695
step 1819, loss 0.1957818883548562
step 1820, loss 0.19567871104690887
step 1821, loss 0.19589630524230114
step 1822, loss 0.1844443992666493
step 1823, loss 0.18865470432270381
step 1824, loss 0.19056286075438988
step 1825, loss 0.17784391410999834
step 1826, loss 0.17866522879469401
step 1827, loss 0.17990290651680235
step 1828, loss 0.18383516398037558
step 1829, loss 0.18554857844381112
step 1830, loss 0.18565596021057884
step 1831, loss 0.1878460783676063
step 1832, loss 0.1845779453738709
step 1833, loss 0.18618509039498984
step 1834, loss 0.19052292435065762
step 1835, loss 0.18925606187012067
step 1836, loss 0.19278866180026177
step 1837, loss 0.1860244777343599
step 1838, loss 0.18920396475868775
step 1839, loss 0.1833800081212284
step 1840, loss 0.1804215225993659
step 1841, loss 0.18526646912864442
step 1842, loss 0.20165132660363552
step 1843, loss 0.2160003856899837
step 1844, loss 0.2101446473076194
step 1845, loss 0.20581805409260834
step 1846, loss 0.2013749274724863
step 1847, loss 0.20977070568032344
step 1848, loss 0.20612393890047623
step 1849, loss 0.20685071713529127
step 1850, loss 0.21297065585972755
step 1851, loss 0.21368875953664085
step 1852, loss 0.20493886339464518
step 1853, loss 0.2034782540899402
step 1854, loss 0.20148695904927427
step 1855, loss 0.2013776382707087
step 1856, loss 0.1990068284484024
step 1857, loss 0.19550998906602937
step 1858, loss 0.1867811857191665
step 1859, loss 0.19500451193999735
step 1860, loss 0.1864376603670551
step 1861, loss 0.20250356248983448
step 1862, loss 0.1962170560833994
step 1863, loss 0.1966954210111961
step 1864, loss 0.18643327626968612
step 1865, loss 0.1810275263194906
step 1866, loss 0.177307820016563
step 1867, loss 0.17882526728011974
step 1868, loss 0.18684905897823997
step 1869, loss 0.1861694481782439
step 1870, loss 0.18720135779490973
step 1871, loss 0.18523541561941123
step 1872, loss 0.18516838972729283
step 1873, loss 0.18679383479024625
step 1874, loss 0.18579852803765826
step 1875, loss 0.17353096134262466
step 1876, loss 0.17319169962522848
step 1877, loss 0.19041083446846127
step 1878, loss 0.18877423428033935
step 1879, loss 0.19631912668825818
step 1880, loss 0.19667782509578735
step 1881, loss 0.2032848160647166
step 1882, loss 0.20637735228384843
step 1883, loss 0.20876457989792804
step 1884, loss 0.20993390560669406
step 1885, loss 0.2083542097853664
step 1886, loss 0.2038299142641166
step 1887, loss 0.19956045293709687
step 1888, loss 0.19634881416470754
step 1889, loss 0.19898329942981258
step 1890, loss 0.1963694253822552
step 1891, loss 0.19590056770387773
step 1892, loss 0.19485760331162946
step 1893, loss 0.19295261591681065
step 1894, loss 0.19376507511742314
step 1895, loss 0.1853988798946804
step 1896, loss 0.18383266620254513
step 1897, loss 0.18435344033613205
step 1898, loss 0.19157696008540154
step 1899, loss 0.1842153391825285
step 1900, loss 0.18837920322303114
step 1901, loss 0.1916323244060648
step 1902, loss 0.18730576391389125
step 1903, loss 0.1913614129010155
step 1904, loss 0.19236208990067072
step 1905, loss 0.1904273062483951
step 1906, loss 0.19625532146124405
step 1907, loss 0.19377725287522404
step 1908, loss 0.19259922770481283
step 1909, loss 0.18965094150144735
step 1910, loss 0.188309547552814
step 1911, loss 0.19199986360909038
step 1912, loss 0.1812200421313181
step 1913, loss 0.18550611056861888
step 1914, loss 0.18487825260738383
step 1915, loss 0.18557405262750254
step 1916, loss 0.1854732390304971
step 1917, loss 0.1779382025653632
step 1918, loss 0.18114682991395994
step 1919, loss 0.18335977160117573
step 1920, loss 0.17676924136145306
step 1921, loss 0.17467410087761337
step 1922, loss 0.17410854000011433
step 1923, loss 0.1760326623752059
step 1924, loss 0.17082796095320654
step 1925, loss 0.16701460717775587
step 1926, loss 0.159362097877188
step 1927, loss 0.15553015720658614
step 1928, loss 0.16011668221783443
step 1929, loss 0.17418039122192686
step 1930, loss 0.17676414500744903
step 1931, loss 0.18598473475341587
step 1932, loss 0.18482494568197064
step 1933, loss 0.17991162433059335
step 1934, loss 0.18822102928606854
step 1935, loss 0.1793272765080469
step 1936, loss 0.1779219378471676
step 1937, loss 0.1820384788012776
step 1938, loss 0.18526505179669917
step 1939, loss 0.1838972382020932
step 1940, loss 0.18831540455865695
step 1941, loss 0.1909150628189549
step 1942, loss 0.187789699251083
step 1943, loss 0.18525279684182475
step 1944, loss 0.18226214012488548
step 1945, loss 0.183141765841706
step 1946, loss 0.18001609699326462
step 1947, loss 0.1784537090933118
step 1948, loss 0.17661746329746786
step 1949, loss 0.16359824302806386
step 1950, loss 0.1644827353627735
step 1951, loss 0.15653608316224102
step 1952, loss 0.1534746459785815
step 1953, loss 0.149698107391332
step 1954, loss 0.14555312599217987
step 1955, loss 0.14389436160453642
step 1956, loss 0.15011655433412033
step 1957, loss 0.15978277453871642
step 1958, loss 0.16726364251159495
step 1959, loss 0.1677028661028999
step 1960, loss 0.17024756745008748
step 1961, loss 0.17814738847769607
step 1962, loss 0.17695241687855698
step 1963, loss 0.17599854485537034
step 1964, loss 0.16916888832758745
step 1965, loss 0.16623308849076224
step 1966, loss 0.16812321625715307
step 1967, loss 0.16480878963380288
step 1968, loss 0.1624345598308077
step 1969, loss 0.15553165087293064
step 1970, loss 0.15933693595996923
step 1971, loss 0.15989415927175962
step 1972, loss 0.15954190120200173
step 1973, loss 0.1652701836088287
step 1974, loss 0.17053620886137968
step 1975, loss 0.1749703976928969
step 1976, loss 0.17704326600609244
step 1977, loss 0.180298796511692
step 1978, loss 0.1741532530340572
step 1979, loss 0.17853338384208262
step 1980, loss 0.17269422662476167
step 1981, loss 0.17566335545974493
step 1982, loss 0.1824983866244333
step 1983, loss 0.18667592804698144
step 1984, loss 0.18853745193244215
step 1985, loss 0.18715863374734995
step 1986, loss 0.18602302474854956
step 1987, loss 0.18100823434959565
step 1988, loss 0.18704155808184192
step 1989, loss 0.19021581165933887
step 1990, loss 0.195628588374951
step 1991, loss 0.18963233230396975
step 1992, loss 0.18850573388831202
step 1993, loss 0.1834173186549221
step 1994, loss 0.1848037019904263
step 1995, loss 0.18057702561042968
step 1996, loss 0.17938374650319455
step 1997, loss 0.1802201852664951
step 1998, loss 0.17502743769874607
step 1999, loss 0.17218160273901018
step 2000, loss 0.17045989014748983
step 2001, loss 0.1672964293781899
step 2002, loss 0.16853263369417035
step 2003, loss 0.17421582541956762
step 2004, loss 0.1762397307344758
step 2005, loss 0.17458065016762767
step 2006, loss 0.17487335351434072
step 2007, loss 0.17728513908976365
step 2008, loss 0.176372318857259
step 2009, loss 0.17972435151935795
step 2010, loss 0.17927944596470458
step 2011, loss 0.17766731771106478
step 2012, loss 0.18106431328304073
step 2013, loss 0.17792417761427876
step 2014, loss 0.17956768712469384
step 2015, loss 0.1759383163547675
step 2016, loss 0.1769657163348341
step 2017, loss 0.1777245159619937
step 2018, loss 0.17561644664471357
step 2019, loss 0.17612646535991142
step 2020, loss 0.17927682414017776
step 2021, loss 0.18116435570445055
step 2022, loss 0.18471533205741403
step 2023, loss 0.18301122021645685
step 2024, loss 0.18424196063253623
step 2025, loss 0.18387714641189581
step 2026, loss 0.18496277436819084
step 2027, loss 0.17716472153550153
step 2028, loss 0.18083043370860008
step 2029, loss 0.18096454716518987
step 2030, loss 0.17913837382312536
step 2031, loss 0.17946235521837403
step 2032, loss 0.1762295739430576
step 2033, loss 0.17580795972750093
step 2034, loss 0.178468208216478
step 2035, loss 0.1791532522763457
step 2036, loss 0.18109293308785376
step 2037, loss 0.18235241645810737
step 2038, loss 0.1820449093661106
step 2039, loss 0.18344963726533023
step 2040, loss 0.1820332047682932
step 2041, loss 0.17794129884319881
step 2042, loss 0.17689977409908814
step 2043, loss 0.17740026553693095
step 2044, loss 0.17407951152523768
step 2045, loss 0.1717305799979008
step 2046, loss 0.175146006404582
step 2047, loss 0.17448960351278484
step 2048, loss 0.17756106055376022
step 2049, loss 0.16572993074295303
step 2050, loss 0.17184566176924748
step 2051, loss 0.17082462802821677
step 2052, loss 0.17345669205749883
step 2053, loss 0.1719769001224475
step 2054, loss 0.16954772414733502
step 2055, loss 0.16835296519371448
step 2056, loss 0.178111496875637
step 2057, loss 0.17380321172769655
step 2058, loss 0.16755902899410535
step 2059, loss 0.16706446081196852
step 2060, loss 0.17722332122739187
step 2061, loss 0.17266386279001264
step 2062, loss 0.1725737484860518
step 2063, loss 0.16844801150871205
step 2064, loss 0.16634071209829648
step 2065, loss 0.16826121513964176
step 2066, loss 0.16716897492040492
step 2067, loss 0.16881200228121246
step 2068, loss 0.1707723845897886
step 2069, loss 0.17584005831409452
step 2070, loss 0.1809975073223915
step 2071, loss 0.182416495575214
step 2072, loss 0.1930635692718964
step 2073, loss 0.20171473819404914
step 2074, loss 0.20515648184767432
step 2075, loss 0.19949274949924112
step 2076, loss 0.21452049636270965
step 2077, loss 0.21033182939970224
step 2078, loss 0.22632226527706142
step 2079, loss 0.22072531593717953
step 2080, loss 0.22428416442463836
step 2081, loss 0.21635868011346499
step 2082, loss 0.21250985734252073
step 2083, loss 0.21719391053248588
step 2084, loss 0.2163518554448707
step 2085, loss 0.21127542434450594
step 2086, loss 0.2122766114322836
step 2087, loss 0.2175066116793598
step 2088, loss 0.22067882657143284
step 2089, loss 0.21122738009774217
step 2090, loss 0.21304058688357647
step 2091, loss 0.2054899214876459
step 2092, loss 0.2032545115804165
step 2093, loss 0.19706226792235576
step 2094, loss 0.1963544256058282
step 2095, loss 0.1862839795559895
step 2096, loss 0.18840799517127144
step 2097, loss 0.19110299605154038
step 2098, loss 0.18569150827547645
step 2099, loss 0.1947515809138483
step 2100, loss 0.18908250662087198
step 2101, loss 0.19295299201368207
step 2102, loss 0.1872935710772179
step 2103, loss 0.19729029998996578
step 2104, loss 0.19555730550723127
step 2105, loss 0.19176643129500912
step 2106, loss 0.18513598921578975
step 2107, loss 0.17839210822595822
step 2108, loss 0.17582393522036374
step 2109, loss 0.17422660143648655
step 2110, loss 0.17194253013856772
step 2111, loss 0.17350233620102015
step 2112, loss 0.17314449720705874
step 2113, loss 0.17711082196049685
step 2114, loss 0.1694229484720182
step 2115, loss 0.17019690642861887
step 2116, loss 0.17049742999769776
step 2117, loss 0.17399008062271054
step 2118, loss 0.1729337422858576
step 2119, loss 0.17134495664932428
step 2120, loss 0.17592050960032435
step 2121, loss 0.1642739142957475
step 2122, loss 0.16635804915277477
step 2123, loss 0.16358313152654455
step 2124, loss 0.16463935395595566
step 2125, loss 0.1659368412540895
step 2126, loss 0.16318872900425274
step 2127, loss 0.15710202453987787
step 2128, loss 0.1515471131961673
step 2129, loss 0.14710068029413784
step 2130, loss 0.15180024643764048
step 2131, loss 0.15457777953170374
step 2132, loss 0.15841532447358342
step 2133, loss 0.161993280337039
step 2134, loss 0.1646766143612117
step 2135, loss 0.16625968613374684
step 2136, loss 0.16700977383388688
step 2137, loss 0.16907104520499955
step 2138, loss 0.16730136276930793
step 2139, loss 0.16526779176280104
step 2140, loss 0.1821024028195608
step 2141, loss 0.17950559774640218
step 2142, loss 0.17972115385177448
step 2143, loss 0.1838859263745789
step 2144, loss 0.18838066551278632
step 2145, loss 0.190368934212839
step 2146, loss 0.1894414085793931
step 2147, loss 0.190173257170478
step 2148, loss 0.18773048261853414
step 2149, loss 0.18251484459685408
step 2150, loss 0.1926881565992277
step 2151, loss 0.19209823557832012
step 2152, loss 0.1860935141065553
step 2153, loss 0.1866297333913
step 2154, loss 0.1905347296127932
step 2155, loss 0.19104477958642752
step 2156, loss 0.2006976711460648
step 2157, loss 0.20562404016036076
step 2158, loss 0.21650189715067997
step 2159, loss 0.2213181217680018
step 2160, loss 0.21405202092256911
step 2161, loss 0.216499180568994
step 2162, loss 0.2201315828923055
step 2163, loss 0.21781744081649201
step 2164, loss 0.21044248210376218
step 2165, loss 0.21577572107600318
step 2166, loss 0.21339255225915146
step 2167, loss 0.21557661282055168
step 2168, loss 0.21018896597950987
step 2169, loss 0.2093593218773246
step 2170, loss 0.2069623460337198
step 2171, loss 0.21644597857874717
step 2172, loss 0.21686092266156157
step 2173, loss 0.2183847077075888
step 2174, loss 0.20890600210883464
step 2175, loss 0.21148708963207824
step 2176, loss 0.20442355278562688
step 2177, loss 0.19640926289645894
step 2178, loss 0.1873493032284504
step 2179, loss 0.1872568178142243
step 2180, loss 0.1871145753233254
step 2181, loss 0.20849010540562452
step 2182, loss 0.2148990290777467
step 2183, loss 0.21401962406187494
step 2184, loss 0.22162945658042346
step 2185, loss 0.22167392155594512
step 2186, loss 0.22756954951048092
step 2187, loss 0.23496107986235792
step 2188, loss 0.24211987016198794
step 2189, loss 0.2310933335804739
step 2190, loss 0.232807141320449
step 2191, loss 0.24282873133707814
step 2192, loss 0.24107296132941938
step 2193, loss 0.2511152761927238
step 2194, loss 0.24657655695834674
step 2195, loss 0.2337148556687735
step 2196, loss 0.22702580567404354
step 2197, loss 0.2243560616034692
step 2198, loss 0.2307407972686075
step 2199, loss 0.21677576757722344
step 2200, loss 0.21450604132342263
step 2201, loss 0.20793216346080234
step 2202, loss 0.20346097128130614
step 2203, loss 0.20375443377975483
step 2204, loss 0.19625688086942308
step 2205, loss 0.19934764794405227
step 2206, loss 0.18984208144452505
step 2207, loss 0.18601168219184577
step 2208, loss 0.18126728854121896
step 2209, loss 0.1761673097748351
step 2210, loss 0.16771301224280524
step 2211, loss 0.17152939523263985
step 2212, loss 0.17130905495587778
step 2213, loss 0.1734233627304774
step 2214, loss 0.17035183724033906
step 2215, loss 0.16432719751836128
step 2216, loss 0.16159467689372242
step 2217, loss 0.1615083124534232
step 2218, loss 0.16953996029161894
step 2219, loss 0.16848292237517373
step 2220, loss 0.1608157198369247
step 2221, loss 0.15725592142996866
step 2222, loss 0.15344558611504147
step 2223, loss 0.1609229083805553
step 2224, loss 0.15581329935335567
step 2225, loss 0.1560887957234095
step 2226, loss 0.17888997476866042
step 2227, loss 0.17678755952331598
step 2228, loss 0.17293998837542393
step 2229, loss 0.16228974676196448
step 2230, loss 0.15985417052565223
step 2231, loss 0.15738932953290527
step 2232, loss 0.16029089539658176
step 2233, loss 0.16220032885144187
step 2234, loss 0.16296986831250818
step 2235, loss 0.1641022720309171
step 2236, loss 0.16294726655233557
step 2237, loss 0.15882944025411
step 2238, loss 0.17796033881140166
step 2239, loss 0.17688304569154156
step 2240, loss 0.17298236834254122
step 2241, loss 0.16916035277169578
step 2242, loss 0.17886368032564193
step 2243, loss 0.16909535762312536
step 2244, loss 0.17777581843712204
step 2245, loss 0.17513701021353847
step 2246, loss 0.17638918339920442
step 2247, loss 0.17890085202198389
step 2248, loss 0.17345924605495777
step 2249, loss 0.17052012022942645
step 2250, loss 0.16410809087702938
step 2251, loss 0.16396909500315168
step 2252, loss 0.16821573864061576
step 2253, loss 0.1629464874324704
step 2254, loss 0.16579977270878893
step 2255, loss 0.16185527530536836
step 2256, loss 0.15683748561643765
step 2257, loss 0.15651254718157537
step 2258, loss 0.15949121592628557
step 2259, loss 0.1648302940564239
step 2260, loss 0.17228557032676495
step 2261, loss 0.17352177079616748
step 2262, loss 0.1803161073574313
step 2263, loss 0.18281997759779292
step 2264, loss 0.18715909588015078
step 2265, loss 0.19019433827110527
step 2266, loss 0.19651577744700072
step 2267, loss 0.19610161817506755
step 2268, loss 0.2009493655243737
step 2269, loss 0.204195391799142
step 2270, loss 0.2053932294235796
step 2271, loss 0.20110547199721665
step 2272, loss 0.1961864306468564
step 2273, loss 0.21103831892658453
step 2274, loss 0.20624996512039764
step 2275, loss 0.21759494205329655
step 2276, loss 0.20931873822224592
step 2277, loss 0.20857117418061902
step 2278, loss 0.2009062052691985
step 2279, loss 0.19723448880836447
step 2280, loss 0.19328543449930918
step 2281, loss 0.191514193166726
step 2282, loss 0.17943443803438527
step 2283, loss 0.1770691062371342
step 2284, loss 0.17692279088739235
step 2285, loss 0.18091407211044738
step 2286, loss 0.17682149372773745
step 2287, loss 0.17250281598219913
step 2288, loss 0.16484033861204664
step 2289, loss 0.1589795265952767
step 2290, loss 0.16297241577744673
step 2291, loss 0.16041629340565375
step 2292, loss 0.16361522072240267
step 2293, loss 0.1715844949515273
step 2294, loss 0.1897981179146418
step 2295, loss 0.1836371015657588
step 2296, loss 0.18387357215430775
step 2297, loss 0.1814916326434592
step 2298, loss 0.18576851133982952
step 2299, loss 0.1895069358749445
step 2300, loss 0.17986026507645153
step 2301, loss 0.17544135393526528
step 2302, loss 0.18979252524816728
step 2303, loss 0.19525296224037175
step 2304, loss 0.1956817826588097
step 2305, loss 0.19666546025506937
step 2306, loss 0.2045438239452149
step 2307, loss 0.20705981398912418
step 2308, loss 0.20198506723605528
step 2309, loss 0.1955165232190156
step 2310, loss 0.19919666483718135
step 2311, loss 0.19750936330602747
step 2312, loss 0.19862873257320687
step 2313, loss 0.19850473017503228
step 2314, loss 0.195306294360841
step 2315, loss 0.201616790770666
step 2316, loss 0.195326051305988
step 2317, loss 0.19458182858639234
step 2318, loss 0.19919342136871762
step 2319, loss 0.19960846158705903
step 2320, loss 0.1986305131272324
step 2321, loss 0.19406567636929586
step 2322, loss 0.18819874933781597
step 2323, loss 0.1832056305833671
step 2324, loss 0.17404441046965244
step 2325, loss 0.17164476521240585
step 2326, loss 0.1719027755328439
step 2327, loss 0.16319707089678248
step 2328, loss 0.16662056792392552
step 2329, loss 0.1635132615144332
step 2330, loss 0.1590513878502202
step 2331, loss 0.15544310376981663
step 2332, loss 0.15434382706230673
step 2333, loss 0.1643539370537918
step 2334, loss 0.16544482422838702
step 2335, loss 0.17194574457082237
